icao_code,name
MMIT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base
MMJA,El Lencero Airport
MMJC,Jorge Jiménez Cantú National Airport
MMLC,Lázaro Cárdenas Airport
MMLM,Valle del Fuerte International Airport
MMLO,Del Bajío International Airport
MMLP,Manuel Márquez de León International Airport
MMLT,Loreto International Airport
MMMA,General Servando Canales International Airport
MMMD,Manuel Crescencio Rejón International Airport
MMMG,Mulege Airport
MMML,General Rodolfo Sánchez Taboada International Airport
MMMM,General Francisco J. Mujica International Airport
MMMT,Minatitlán/Coatzacoalcos International Airport
MMMV,Monclova International Airport
MMMX,Benito Juárez International Airport
MMMY,Monterrey International Airport
MMMZ,General Rafael Buelna International Airport
MMNG,Nogales International Airport
MMNL,Quetzalcóatl International Airport
MMOX,Xoxocotlán International Airport
MMPA,El Tajín National Airport
MMPB,Hermanos Serdán International Airport
MMPE,Mar de Cortés International Airport
MMPG,Piedras Negras International Airport
MMPL,Punta Colorada Airport
MMPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport
MMPQ,Palenque International Airport
MMPR,Puerto Vallarta International Airport
MMPS,Puerto Escondido International Airport
MMQT,Querétaro Intercontinental Airport
MMRX,General Lucio Blanco International Airport
MMSD,Los Cabos International Airport
MMSF,San Felipe International Airport
MMSM,General Felipe Ángeles International Airport
MMSP,Ponciano Arriaga International Airport
MMSZ,Estación Aeronaval de Salina Cruz
MMTC,Francisco Sarabia Tinoco International Airport
MMTG,Angel Albino Corzo International Airport
MMTJ,General Abelardo L. Rodriguez International Airport
MMTL,Felipe Carrillo Puerto International Airport
MMTM,General Francisco Javier Mina International Airport
MMTN,Tamuín National Airport
MMTO,Adolfo López Mateos International Airport
MMTP,Tapachula International Airport
MMTU,Base Aeronaval de Tulum
MMUN,Cancún International Airport
MMVA,Carlos Rovirosa Pérez International Airport
MMVR,General Heriberto Jara International Airport
MMZC,General Leobardo C. Ruiz International Airport
MMZH,Ixtapa-Zihuatanejo International Airport
MMZM,Zamora Airport
MMZO,Playa de Oro International Airport
MNBL,Bluefields Airport
MNBZ,San Pedro Airport
MNCE,Costa Esmeralda Airport
MNCI,Corn Island Airport
MNMG,Augusto C. Sandino (Managua) International Airport
MNPC,Puerto Cabezas Airport
MNRT,Rosita Airport
MNSC,San Carlos Airport
MNSI,Siuna
MNWP,Waspam Airport
MPBO,Bocas del Toro International Airport
MPCE,Alonso Valderrama Airport
MPCH,Changuinola Captain Manuel Niño International Airport
MPDA,Enrique Malek International Airport
MPEJ,Enrique Adolfo Jimenez Airport
MPJE,Jaqué Airport
MPMG,Marcos A. Gelabert International Airport
MPOA,Puerto Obaldía Airport
MPSA,Ruben Cantu Airport
MPSM,Scarlett Martinez International Airport
MPTO,Tocumen International Airport
MPVR,El Porvenir Airport
MPWN,Wannukandi Airport
MRAN,La Fortuna Arenal Airport
MRBA,Buenos Aires Airport
MRBC,Barra del Colorado Airport
MRBT,Barra del Tortuguero
MRCC,Coto 47 Airport
MRCH,Chacarita Airport
MRCR,Playa Samara/Carrillo Airport
MRDK,Drake Bay Airport
MRGF,Golfito Airport
MRGP,Guapiles Airport
MRIA,Islita Airport
MRLB,Guanacaste Airport
MRLC,Los Chiles Airport
MRLM,Limon International Airport
MRMJ,Mojica Airport
MRNC,Guanacaste Airport
MRNS,Nosara Airport
MROC,Juan Santamaría International Airport
MRPJ,Puerto Jimenez Airport
MRPM,Palmar Sur Airport
MRPV,Tobías Bolaños International Airport
MRQP,Quepos Managua Airport
MRRF,Rio Frio / Progreso Airport
MRSI,San Isidro del General Airport
MRSV,San Vito de Java Airport
MRTM,Tamarindo Airport
MRTR,Tambor Airport
MRUP,Upala Airport
MSLP,Monseñor Óscar Arnulfo Romero International Airport
MSSS,Ilopango International Airport
MTCA,Antoine-Simon International Airport
MTCH,Cap Haitien International Airport
MTJA,Jacmel Airport
MTJE,Jérémie Airport
MTPP,Toussaint Louverture International Airport
MTPX,Port-de-Paix Airport
MUBA,Gustavo Rizo Airport
MUBR,Las Brujas Airport
MUBY,Carlos Manuel de Cespedes Airport
MUCA,Máximo Gómez Airport
MUCC,Jardines Del Rey Airport
MUCF,Jaime Gonzalez Airport
MUCL,Vilo Acuña International Airport
MUCM,Ignacio Agramonte International Airport
MUCU,Antonio Maceo International Airport
MUGM,Leeward Point Field
MUGT,Mariana Grajales Airport
MUHA,José Martí International Airport
MUHG,Frank Pais International Airport
MUKW,Kawama Airport
MULM,La Coloma Airport
MUMO,Orestes Acosta Airport
MUMZ,Sierra Maestra International Airport
MUNG,Rafael Cabrera Airport
MUPB,Playa Baracoa Airport
MUSC,Abel Santamaria Airport
MUSJ,San Julián Air Base
MUSN,Siguanea Airport
MUSS,Sancti Spiritus Airport
MUTD,Alberto Delgado Airport
MUVR,Juan Gualberto Gomez International Airport
MUVT,Hermanos Ameijeiras Airport
FWCC,Chintheche Aerodrome
MWCB,Charles Kirkconnell International Airport
MWCL,Edward Bodden Little Cayman Airfield
MWCR,Owen Roberts International Airport
MYAB,Clarence A. Bain Airport
MYAF,Andros Town Airport
MYAK,Congo Town Airport
MYAM,Leonard M Thompson International Airport
MYAN,San Andros Airport
MYAP,Spring Point Airport
MYAT,Treasure Cay Airport
MYAW,Walkers Cay Airport
MYBC,Chub Cay Airport
MYBG,Great Harbour Cay Airport
MYBS,South Bimini Airport
MYCA,Arthur's Town Airport
MYCB,New Bight Airport
MYCC,Cat Cay Airport
MYCI,Colonel Hill Airport
MYCP,Pitts Town Airport
MYEF,Exuma International Airport
MYEH,North Eleuthera Airport
MYEM,Governor's Harbour Airport
MYEN,Normans Cay Airport
MYER,Rock Sound Airport
MYES,Staniel Cay Airport
MYGF,Grand Bahama International Airport
MYGW,West End Airport
MYIG,Inagua Airport
MYLD,Deadman's Cay Airport
MYLS,Stella Maris Airport
MYMM,Mayaguana Airport
MYNN,Lynden Pindling International Airport
MYRD,Duncan Town Airport
MYRP,Rum Cay International Airport
MYSM,San Salvador Airport
MZBZ,Philip S. W. Goldson International Airport
MZPL,Placencia Airport
FYRH,Rehoboth (Oanob Resort) Airport
FYKX,Khorixas Airport
NCAI,Aitutaki Airport
NCAT,Enua Airport
NCMG,Mangaia Island Airport
NCMH,Manihiki Island Airport
NCMK,Mauke Airport
NCMR,Mitiaro Island Airport
NCPK,Pukapuka Island Airport
NCPY,Tongareva Airport
NCRG,Rarotonga International Airport
